id,keywords
11862,"[{'id': 1009, 'name': 'baby'}, {'id': 1599, 'name': 'midlife crisis'}, {'id': 2246, 'name': 'confidence'}, {'id': 4995, 'name': 'aging'}, {'id': 5600, 'name': 'daughter'}, {'id': 10707, 'name': 'mother daughter relationship'}, {'id': 13149, 'name': 'pregnancy'}, {'id': 33358, 'name': 'contraception'}, {'id': 170521, 'name': 'gynecologist'}]"
30304,"[{'id': 1668, 'name': 'hawaii'}, {'id': 2692, 'name': 'arranged marriage'}, {'id': 10428, 'name': 'cultural difference'}, {'id': 13014, 'name': 'orphan'}, {'id': 14669, 'name': 'older man younger woman relationship'}, {'id': 159362, 'name': 'black and white scene'}, {'id': 230009, 'name': 'asian american'}]"
278,"[{'id': 378, 'name': 'prison'}, {'id': 417, 'name': 'corruption'}, {'id': 796, 'name': 'police brutality'}, {'id': 2885, 'name': 'prison cell'}, {'id': 4779, 'name': 'delinquent'}, {'id': 8622, 'name': 'parole board'}, {'id': 9777, 'name': 'escape from prison'}, {'id': 12662, 'name': 'wrongful imprisonment'}, {'id': 180172, 'name': 'framed for murder'}, {'id': 207883, 'name': '1940s'}]"
41653,[]
11107,"[{'id': 242, 'name': 'new york'}, {'id': 1482, 'name': 'trainer'}, {'id': 2072, 'name': 'chauffeur'}, {'id': 2273, 'name': 'role of women'}, {'id': 6075, 'name': 'sport'}, {'id': 6496, 'name': 'basketball'}]"
121357,"[{'id': 5774, 'name': 'forest'}, {'id': 12999, 'name': 'black and white'}]"
22649,"[{'id': 131, 'name': 'italy'}, {'id': 428, 'name': 'nurse'}, {'id': 3452, 'name': 'love letter'}, {'id': 3776, 'name': 'officer'}, {'id': 10093, 'name': 'priest'}, {'id': 10685, 'name': 'escape'}, {'id': 11612, 'name': 'hospital'}, {'id': 12392, 'name': 'best friend'}, {'id': 156764, 'name': 'pre-code'}, {'id': 158547, 'name': 'air raid'}, {'id': 185034, 'name': 'ambulance driver'}, {'id': 185037, 'name': 'battle of the isonzo'}, {'id': 233360, 'name': 'air attack'}]"
11360,"[{'id': 291, 'name': 'circus'}, {'id': 456, 'name': 'mother'}, {'id': 1566, 'name': 'dream'}, {'id': 2161, 'name': 'mouse'}, {'id': 2857, 'name': 'elephant'}, {'id': 3030, 'name': 'nightmare'}, {'id': 3032, 'name': 'suffering'}, {'id': 3199, 'name': 'clown'}, {'id': 4075, 'name': 'ear'}, {'id': 4344, 'name': 'musical'}, {'id': 4639, 'name': 'crow'}, {'id': 5608, 'name': 'affection'}, {'id': 9207, 'name': 'storch'}, {'id': 10336, 'name': 'animation'}, {'id': 33429, 'name': 'big ears'}]"
31556,[]
85242,[]
49235,"[{'id': 10183, 'name': 'independent film'}]"
6283,"[{'id': 380, 'name': 'brother brother relationship'}, {'id': 1872, 'name': 'loss of father'}, {'id': 2161, 'name': 'mouse'}, {'id': 6095, 'name': 'house'}, {'id': 10911, 'name': 'inheritance'}]"
216794,"[{'id': 10391, 'name': 'mafia'}, {'id': 11578, 'name': 'mobster'}, {'id': 41523, 'name': 'brooklyn new york city'}]"
42807,"[{'id': 2492, 'name': 'bank robber'}, {'id': 177695, 'name': 'crime spree'}, {'id': 177703, 'name': 'western u.s.'}]"
12101,"[{'id': 2340, 'name': 'paranoia'}, {'id': 4565, 'name': 'dystopia'}, {'id': 5113, 'name': 'overpopulation'}, {'id': 40847, 'name': 'near future'}]"
859,"[{'id': 725, 'name': 'lovesickness'}, {'id': 738, 'name': 'sexuality'}, {'id': 1332, 'name': 'cheating'}, {'id': 2045, 'name': 'cynic'}, {'id': 2336, 'name': 'ladykiller'}, {'id': 2687, 'name': 'fiancé'}, {'id': 2692, 'name': 'arranged marriage'}, {'id': 2983, 'name': 'passion'}, {'id': 3182, 'name': 'seduction'}, {'id': 3452, 'name': 'love letter'}, {'id': 3925, 'name': 'boredom'}, {'id': 4315, 'name': 'courtly life'}, {'id': 4319, 'name': 'french revolution'}, {'id': 4320, 'name': 'lover'}, {'id': 4812, 'name': 'plan'}, {'id': 6049, 'name': 'praise'}, {'id': 34221, 'name': 'gender roles'}]"
19158,"[{'id': 158072, 'name': 'man eaten by monster'}]"
31930,[]
12278,"[{'id': 634, 'name': 'soul'}, {'id': 1308, 'name': 'secret identity'}, {'id': 2463, 'name': 'harvard university'}, {'id': 3616, 'name': 'college'}, {'id': 6278, 'name': 'scholarship'}, {'id': 12670, 'name': 'los angeles'}]"
42848,"[{'id': 1416, 'name': 'jazz'}, {'id': 3018, 'name': 'saxophonist'}, {'id': 7281, 'name': 'shooting'}, {'id': 10183, 'name': 'independent film'}, {'id': 34094, 'name': 'extramarital affair'}]"
10411,"[{'id': 1572, 'name': 'bestechung'}, {'id': 4480, 'name': 'business man'}, {'id': 5332, 'name': 'greed'}, {'id': 13072, 'name': 'falling in love'}]"
497,"[{'id': 531, 'name': 'southern usa'}, {'id': 577, 'name': 'black people'}, {'id': 791, 'name': 'mentally disabled'}, {'id': 818, 'name': 'based on novel'}, {'id': 2499, 'name': 'heal'}, {'id': 2501, 'name': 'death row'}, {'id': 2881, 'name': 'jail guard'}, {'id': 5571, 'name': 'great depression'}, {'id': 9774, 'name': 'prison guard'}, {'id': 11263, 'name': 'electric chair'}, {'id': 156597, 'name': 'magic realism'}, {'id': 167696, 'name': 'healing'}, {'id': 180162, 'name': 'death row inmate'}, {'id': 214548, 'name': '1930s'}]"
9876,"[{'id': 1375, 'name': 'submachine gun'}, {'id': 6149, 'name': 'police'}, {'id': 12670, 'name': 'los angeles'}, {'id': 15009, 'name': 'criminal'}]"
901,"[{'id': 1252, 'name': 'suicide attempt'}, {'id': 1604, 'name': 'operation'}, {'id': 1741, 'name': 'blindness and impaired vision'}, {'id': 2038, 'name': ""love of one's life""}, {'id': 2480, 'name': 'eye operation'}, {'id': 2779, 'name': 'flower shop'}, {'id': 4485, 'name': 'flower girl'}, {'id': 5386, 'name': 'tramp'}, {'id': 9673, 'name': 'love'}, {'id': 33626, 'name': 'millionaire'}, {'id': 176745, 'name': 'blind girl'}, {'id': 183875, 'name': 'little tramp'}]"
48211,"[{'id': 2356, 'name': 'immigrant'}, {'id': 5565, 'name': 'biography'}, {'id': 5879, 'name': 'anarchist'}]"
28975,"[{'id': 1415, 'name': 'small town'}, {'id': 10857, 'name': 'debt collector'}, {'id': 11018, 'name': 'irish'}]"
1443,"[{'id': 933, 'name': 'michigan'}, {'id': 1228, 'name': '1970s'}, {'id': 14751, 'name': 'youth'}, {'id': 18035, 'name': 'family'}, {'id': 187056, 'name': 'woman director'}]"
2094,[]
16139,"[{'id': 293, 'name': 'female nudity'}, {'id': 2483, 'name': 'nudity'}, {'id': 12377, 'name': 'zombie'}, {'id': 162332, 'name"
15752,[]
39113,"[{'id': 65, 'name': 'holiday'}, {'id': 3490, 'name': 'pop star'}, {'id': 8508, 'name': 'party'}, {'id': 9828, 'name': 'surf'}, {'id': 11034, 'name': 'b movie'}, {'id': 13130, 'name': 'teenager'}, {'id': 188583, 'name': 'beach movie'}]"
2623,"[{'id': 2038, 'name': ""love of one's life""}, {'id': 3588, 'name': 'navy'}, {'id': 3776, 'name': 'officer'}]"
29067,"[{'id': 1852, 'name': 'mutant'}, {'id': 4168, 'name': 'greenhouse'}, {'id': 8183, 'name': 'carnivorous plant'}, {'id': 9741, 'name': 'radioactive'}, {'id': 10308, 'name': 'h.p. lovecraft'}]"
8076,"[{'id': 8181, 'name': 'swimming pool'}]"
46786,[]
18192,"[{'id': 10144, 'name': 'anti semitism'}, {'id': 10183, 'name': 'independent film'}, {'id': 207197, 'name': 'mistaken for jewish'}]"
15120,[]
8346,"[{'id': 279, 'name': 'usa'}, {'id': 970, 'name': 'parent child relationship'}, {'id': 1200, 'name': 'greece'}, {'id': 1463, 'name': 'culture clash'}, {'id': 1599, 'name': 'midlife crisis'}, {'id': 1946, 'name': 'restaurant'}, {'id': 2374, 'name': 'bad mother-in-law'}, {'id': 2797, 'name': 'mother-in-law'}, {'id': 3453, 'name': 'parents-in-law'}, {'id': 4532, 'name': 'son-in-law'}, {'id': 4604, 'name': 'father-in-law'}, {'id': 4677, 'name': 'patriarch'}, {'id': 6188, 'name': 'bad father-in-law'}, {'id': 8011, 'name': 'greek'}, {'id': 13027, 'name': 'wedding'}, {'id': 18035, 'name': 'family'}, {'id': 160910, 'name': 'xenophobia'}]"
31393,"[{'id': 1299, 'name': 'monster'}, {'id': 10125, 'name': 'mad scientist'}]"
66091,[]
21143,"[{'id': 212, 'name': 'london england'}, {'id': 818, 'name': 'based on novel'}, {'id': 3704, 'name': 'plant'}, {'id': 4014, 'name': 'giant plant'}, {'id': 4862, 'name': 'alien life-form'}, {'id': 5404, 'name': 'meteor'}, {'id': 10183, 'name': 'independent film'}, {'id': 14909, 'name': 'alien invasion'}, {'id': 164092, 'name': 'blindness'}, {'id': 210234, 'name': 'man eating plant'}]"
24711,"[{'id': 380, 'name': 'brother brother relationship'}, {'id': 572, 'name': 'sex'}, {'id': 2483, 'name': 'nudity'}, {'id': 5859, 'name': 'paralysis'}, {'id': 6149, 'name': 'police'}, {'id': 8015, 'name': 'cop'}, {'id': 9937, 'name': 'suspense'}, {'id': 33519, 'name': 'courtroom'}, {'id': 207268, 'name': 'neo-noir'}]"
51230,"[{'id': 1388, 'name': 'cinema'}, {'id': 1389, 'name': 'cinephilia'}, {'id': 1523, 'name': 'obsession'}, {'id': 4295, 'name': 'collector'}, {'id': 6224, 'name': 'hobby'}, {'id': 10183, 'name': 'independent film'}, {'id': 14512, 'name': 'new york city'}, {'id': 18062, 'name': 'obsessed fan'}, {'id': 160152, 'name': 'film fan'}, {'id': 163110, 'name': 'theater'}, {'id': 168346, 'name': 'manhattan, new york city'}, {'id': 187056, 'name': 'woman director'}, {'id': 196500, 'name': 'film buff'}, {'id': 218048, 'name': 'movie fan'}]"
42511,"{'id': 154802, 'name': 'silent film'}"
1996,"[{'id': 483, 'name': 'riddle'}, {'id': 1454, 'name': 'treasure'}, {'id': 1456, 'name': 'medallion'}, {'id': 3510, 'name': 'kenia'}, {'id': 5127, 'name': 'alexander the great'}, {'id': 5962, 'name': ""pandora's box""}, {'id': 5964, 'name': 'chinese mafia'}, {'id': 6956, 'name': 'treasure hunt'}, {'id': 12354, 'name': 'hong kong'}, {'id': 41586, 'name': 'archaeologist'}, {'id': 41645, 'name': 'based on video game'}, {'id': 184134, 'name': 'archeology\xa0'}]"
9355465,"[{'id': 2547, 'name': 'new identity'}, {'id': 33705, 'name': 'agent'}]"
21512,"[{'id': 779, 'name': 'martial arts'}, {'id': 4458, 'name': 'post-apocalyptic'}, {'id': 6075, 'name': 'sport'}, {'id': 9748, 'name': 'revenge'}, {'id': 10183, 'name': 'independent film'}, {'id': 11221, 'name': 'blood'}, {'id': 14819, 'name': 'violence'}, {'id': 18034, 'name': 'desert'}, {'id': 18543, 'name': 'combat'}]"
14282,"[{'id': 233, 'name': 'japan'}, {'id': 739, 'name': 'sexual abuse'}, {'id': 910, 'name': 'bondage'}, {'id': 8087, 'name': 'horror'}, {'id': 10084, 'name': 'rescue'}, {'id': 10278, 'name': 'ninja'}, {'id': 10614, 'name': 'tragedy'}, {'id': 14624, 'name': 'cruelty'}, {'id': 14819, 'name': 'violence'}, {'id': 15001, 'name': 'demon'}]"
64945,"[{'id': 14857, 'name': 'juvenile delinquent'}]"
17831,"[{'id': 1430, 'name': 'self sacrifice'}, {'id': 4319, 'name': 'french revolution'}, {'id': 6317, 'name': 'guillotine'}]"
11634,"[{'id': 1192, 'name': 'sweden'}, {'id': 1415, 'name': 'small town'}, {'id': 3691, 'name': 'forbidden love'}, {'id': 6437, 'name': 'toilet'}, {'id': 9833, 'name': 'lesbian relationship'}, {'id': 10768, 'name': 'lesbian'}, {'id': 11870, 'name': 'teen movie'}, {'id': 18425, 'name': 'teenage love'}, {'id': 158718, 'name': 'lgbt'}, {'id': 163037, 'name': 'lgbt teen'}, {'id': 190116, 'name': 'school life'}]"
995,"[{'id': 549, 'name': 'prostitute'}, {'id': 1459, 'name': 'marriage proposal'}, {'id': 1508, 'name': 'new mexico'}, {'id': 1859, 'name': 'arizona'}, {'id': 3256, 'name': 'infant'}, {'id': 10718, 'name': 'fugitive'}, {'id': 13005, 'name': 'doctor'}, {'id': 18034, 'name': 'desert'}, {'id': 33600, 'name': 'stagecoach'}, {'id': 155291, 'name': 'cowboy'}, {'id': 156104, 'name': 'stranger'}, {'id': 162722, 'name': 'indian attack'}, {'id': 184692, 'name': 'cowboys and indians'}, {'id': 188907, 'name': 'street shootout'}, {'id': 188924, 'name': 'outlaw gang'}, {'id': 196630, 'name': 'ostracism'}, {'id': 219945, 'name': 'calvary'}, {'id': 234193, 'name': 'drunkard'}, {'id': 234253, 'name': 'outcasts'}]"
24134,"[{'id': 131, 'name': 'italy'}, {'id': 736, 'name': 'journalist'}, {'id': 14818, 'name': 'model'}]"
42466,"[{'id': 3133, 'name': 'vampire'}, {'id': 9663, 'name': 'sequel'}, {'id': 155493, 'name': 'campy'}, {'id': 207775, 'name': 'blacksploitation'}]"
11023,"[{'id': 1332, 'name': 'cheating'}, {'id': 10041, 'name': 'dysfunctional family'}, {'id': 10049, 'name': 'teen angst'}, {'id': 11696, 'name': 'underage drinking'}, {'id': 11925, 'name': 'domestic violence'}, {'id': 34130, 'name': 'makeover'}, {'id': 41352, 'name': 'drug overdose'}, {'id': 41355, 'name': 'teacher student relationship'}, {'id': 156196, 'name': 'street life'}, {'id': 158020, 'name': 'movie theater'}, {'id': 175233, 'name': 'razor blade'}, {'id': 176780, 'name': 'tattoo shop'}, {'id': 178444, 'name': 'peer pressure'}, {'id': 178448, 'name': 'shoe store'}, {'id': 178452, 'name': 'overachiever'}, {'id': 178471, 'name': 'reference to jack black'}, {'id': 178474, 'name': 'flunking out of school'}, {'id': 178475, 'name': 'promiscuous mother'}, {'id': 178482, 'name': 'glue sniffing'}, {'id': 187056, 'name': 'woman director'}]"
28963,"[{'id': 255, 'name': 'male nudity'}, {'id': 1454, 'name': 'treasure'}, {'id': 2343, 'name': 'magic'}, {'id': 3998, 'name': 'palace'}, {'id': 4895, 'name': 'flying carpet'}, {'id': 5894, 'name': 'bagdad'}, {'id': 6399, 'name': 'rope'}, {'id': 7376, 'name': 'princess'}, {'id': 9727, 'name': 'thief'}, {'id': 11707, 'name': 'suitor'}, {'id': 18118, 'name': 'disguise'}, {'id': 33673, 'name': 'apple'}]"
1720,"[{'id': 240, 'name': 'underdog'}, {'id': 1420, 'name': 'gas station'}, {'id': 2401, 'name': 'grandmother grandson relationship'}, {'id': 2415, 'name': 'idiot'}, {'id': 5468, 'name': 'monotony'}, {'id': 5746, 'name': 'iceland'}, {'id': 5747, 'name': 'fjord'}, {'id': 6257, 'name': 'genius'}, {'id': 33457, 'name': 'alcoholic'}]"
1487,"[{'id': 4252, 'name': 'black magic'}, {'id': 5572, 'name': 'fistfight'}, {'id': 9665, 'name': 'cover-up'}, {'id': 9715, 'name': 'superhero'}, {'id': 11627, 'name': 'paranormal phenomena'}, {'id': 12208, 'name': 'narration from grave'}, {'id': 15001, 'name': 'demon'}, {'id': 156174, 'name': 'occult'}, {'id': 174406, 'name': 'combat photography'}, {'id': 174413, 'name': 'reanimated corpse'}, {'id': 179431, 'name': 'duringcreditsstinger'}]"
17346,"[{'id': 187056, 'name': 'woman director'}]"
54022,"[{'id': 10183, 'name': 'independent film'}]"
9893,"[{'id': 6270, 'name': 'high school'}, {'id': 8783, 'name': 'scavenger hunt'}, {'id': 10791, 'name': 'teenage crush'}, {'id': 11798, 'name': 'slumber party'}, {'id': 13130, 'name': 'teenager'}, {'id': 155722, 'name': 'teen comedy'}]"
51949,[]
23620,"[{'id': 4112, 'name': 'strike'}]"
18305,[]
58416,"[{'id': 2439, 'name': 'coffee'}, {'id': 4553, 'name': 'black humor'}, {'id': 6027, 'name': 'music'}, {'id': 11732, 'name': 'cigarette smoking'}, {'id': 14598, 'name': 'vodka'}, {'id': 167043, 'name': 'road movie'}]"
110147,[]
32526,[]
189332,[]
23832,"[{'id': 131, 'name': 'italy'}, {'id': 10466, 'name': 'knight'}, {'id': 10468, 'name': 'bear'}, {'id': 10471, 'name': 'cult favorite'}, {'id': 10473, 'name': 'contagion spread'}, {'id': 12988, 'name': 'pirate'}]"
61144,"[{'id': 10183, 'name': 'independent film'}]"
8340,"[{'id': 789, 'name': 'muslim'}, {'id': 972, 'name': 'refugee'}, {'id': 1961, 'name': 'landmine'}, {'id': 3797, 'name': 'bicycle'}, {'id': 5202, 'name': 'boy'}, {'id': 5331, 'name': 'village'}, {'id': 5939, 'name': 'iraq'}, {'id': 6091, 'name': 'war'}, {'id': 10852, 'name': 'dead child'}, {'id': 11117, 'name': 'tank'}, {'id': 41594, 'name': 'electricity'}]"
22377,"[{'id': 2957, 'name': 'vietnam war'}, {'id': 10403, 'name': 'green beret'}]"
921,"[{'id': 396, 'name': 'transporter'}, {'id': 1199, 'name': 'netherlands'}, {'id': 1477, 'name': 'world cup'}, {'id': 1952, 'name': 'socially deprived family'}, {'id': 2783, 'name': ""family's daily life""}, {'id': 2792, 'name': 'boxer'}, {'id': 4487, 'name': 'boxing match'}, {'id': 4610, 'name': 'comeback'}, {'id': 4613, 'name': 'training'}, {'id': 4614, 'name': 'heavy weight'}, {'id': 4615, 'name': 'folk hero'}, {'id': 5565, 'name': 'biography'}, {'id': 5600, 'name': 'daughter'}, {'id': 6066, 'name': 'defeat'}, {'id': 6075, 'name': 'sport'}]"
21115,[]
7182,"[{'id': 3134, 'name': 'louisiana'}, {'id': 3392, 'name': 'voodoo'}, {'id': 4150, 'name': 'swampf'}, {'id': 10685, 'name': 'escape'}, {'id': 14751, 'name': 'youth'}]"
9701,"[{'id': 570, 'name': 'rape'}, {'id': 1328, 'name': 'secret'}, {'id': 1360, 'name': 'minnesota'}, {'id': 3581, 'name': 'witness'}, {'id': 4781, 'name': 'miner'}, {'id': 6060, 'name': 'insult'}, {'id': 6148, 'name': 'court'}, {'id': 7335, 'name': 'lawsuit'}, {'id': 9673, 'name': 'love'}, {'id': 10768, 'name': 'lesbian'}, {'id': 14643, 'name': 'battle'}, {'id': 14678, 'name': 'case'}, {'id': 15184, 'name': 'woman'}, {'id': 187056, 'name': 'woman director'}, {'id': 190938, 'name': 'landmark'}, {'id': 196626, 'name': 'harrassment'}, {'id': 202506, 'name': 'legal'}]"
9943974,"[{'id': 110, 'name': 'venice'}, {'id': 703, 'name': 'detective'}, {'id': 1328, 'name': 'secret'}, {'id': 2041, 'name': 'island'}, {'id': 7063, 'name': 'children gang'}, {'id': 155790, 'name': 'private detective'}]"
18925,"[{'id': 5950, 'name': 'christian'}, {'id': 6075, 'name': 'sport'}, {'id': 179430, 'name': 'aftercreditsstinger'}]"
1858,"[{'id': 2535, 'name': 'destroy'}, {'id': 4375, 'name': 'transformation'}, {'id': 9951, 'name': 'alien'}, {'id': 10542, 'name': 'based on toy'}, {'id': 10607, 'name': 'transformers'}, {'id': 14544, 'name': 'robot'}, {'id': 179431, 'name': 'duringcreditsstinger'}, {'id': 188178, 'name': 'teenage hero'}]"
81847,[]
34424,"[{'id': 10183, 'name': 'independent film'}]"
23817,"[{'id': 2069, 'name': 'bathing'}, {'id': 6593, 'name': 'stripper'}, {'id': 6981, 'name': 'connecticut'}, {'id': 8181, 'name': 'swimming pool'}, {'id': 10183, 'name': 'independent film'}]"
60141,"[{'id': 983, 'name': 'brazilian'}, {'id': 8029, 'name': 'drama'}]"
10797,"[{'id': 509, 'name': 'denmark'}, {'id': 6054, 'name': 'friendship'}, {'id': 10508, 'name': 'teacher'}, {'id': 12105, 'name': 'student'}, {'id': 161919, 'name': 'adult animation'}, {'id': 193547, 'name': 'teachers and students'}]"
18181,[]
20802,"[{'id': 582, 'name': 'san francisco'}, {'id': 6149, 'name': 'police'}]"
40873,"[{'id': 10229, 'name': 'singer'}, {'id': 33528, 'name': 'clearwater'}, {'id': 33530, 'name': '\xa0hudson rive'}, {'id': 33532, 'name': 'polluted river'}, {'id': 33533, 'name': 'smothers brothers'}, {'id': 33534, 'name': 'folk singer'}, {'id': 33536, 'name': '\xa0hudson'}, {'id': 190140, 'name': 'blacklist'}]"
51808,"[{'id': 10183, 'name': 'independent film'}]"
14139,"[{'id': 1435, 'name': 'scissors'}, {'id': 2135, 'name': 'radio'}, {'id': 2483, 'name': 'nudity'}, {'id': 3667, 'name': 'time'}, {'id': 9720, 'name': 'woods'}, {'id': 9887, 'name': 'surrealism'}, {'id': 9935, 'name': 'travel'}, {'id': 10183, 'name': 'independent film'}, {'id': 14760, 'name': 'scientist'}, {'id': 33618, 'name': 'machine'}, {'id': 157171, 'name': 'nonlinear timeline'}, {'id': 158071, 'name': 'binoculars'}, {'id': 158591, 'name': 'injury'}, {'id': 180340, 'name': 'voyeur'}, {'id': 193490, 'name': 'loop'}]"
14851,"[{'id': 7118, 'name': 'escapee convict'}, {'id': 9777, 'name': 'escape from prison'}, {'id': 10183, 'name': 'independent film'}]"
434,"{'id': 30, 'name': 'individual'}, {'id': 220, 'name': 'berlin'}, {'id': 542, 'name': 'street gang'}, {'id': 1594, 'name': 'ex-boyfriend'}, {'id': 1936, 'name': 'blackmail'}, {'id': 2149, 'name': 'drug traffic'}, {'id': 2150, 'name': 'cocaine'}, {'id': 2229, 'name': 'neukölln'}, {'id': 2230, 'name': 'zehlendorf'}, {'id': 2231, 'name': 'drug dealer'}, {'id': 2232, 'name': 'move'}, {'id': 2233, 'name': 'neglect'}, {'id': 2235, 'name': 'drug mule'}, {'id': 2236, 'name': 'protection money'}, {'id': 6054, 'name': 'friendship'}, {'id': 6069, 'name': 'class'}, {'id': 9457, 'name': 'single'}, {'id': 9826, 'name': 'murder'}, {'id': 10766, 'name': 'youth gang'}, {'id': 10776, 'name': 'marijuana'}, {'id': 15090, 'name': 'police officer'}, {'id': 156052, 'name': 'unemployment'}"
48116,[]
23590,"[{'id': 9503, 'name': 'outlaw'}, {'id': 10950, 'name': 'shootout'}, {'id': 14856, 'name': 'informer'}, {'id': 160497, 'name': 'wrongful arrest'}]"
131351,"[{'id': 8629, 'name': 'made for cable tv'}, {'id': 10168, 'name': 'aviation'}, {'id': 15061, 'name': 'docudrama'}, {'id': 207939, 'name': 'figher airplane'}]"
18820,"[{'id': 828, 'name': 'waitress'}, {'id': 10183, 'name': 'independent film'}]"
42762,"[{'id': 6075, 'name': 'sport'}]"
23202,"[{'id': 3335, 'name': 'halloween'"
25680,"[{'id': 1680, 'name': 'boston'}, {'id': 9937, 'name': 'suspense'}, {'id': 10847, 'name': 'boston garden'}, {'id': 155453, 'name': 'gritty'}]"
17334,"[{'id': 958, 'name': 'indian lead'}, {'id': 7934, 'name': 'call center'}, {'id': 9799, 'name': 'romantic comedy'}]"
71370,[]
36233,"[{'id': 41385, 'name': 'racial tension'}, {'id': 188907, 'name': 'street shootout'}, {'id': 208009, 'name': 'gun fight'}]"
11303,"[{'id': 1328, 'name': 'secret'}, {'id': 1994, 'name': 'wolf'}, {'id': 3030, 'name': 'nightmare'}, {'id': 3205, 'name': 'fairy tale'}, {'id': 4174, 'name': 'little red riding hood'}, {'id': 4413, 'name': 'grandchildren'}, {'id': 5774, 'name': 'forest'}, {'id': 5878, 'name': 'baroness'}, {'id': 7749, 'name': 'reicher graf'}, {'id': 184989, 'name': 'spectacle'}]"
22649,"[{'id': 131, 'name': 'italy'}, {'id': 428, 'name': 'nurse'}, {'id': 3452, 'name': 'love letter'}, {'id': 3776, 'name': 'officer'}, {'id': 10093, 'name': 'priest'}, {'id': 10685, 'name': 'escape'}, {'id': 11612, 'name': 'hospital'}, {'id': 12392, 'name': 'best friend'}, {'id': 156764, 'name': 'pre-code'}, {'id': 158547, 'name': 'air raid'}, {'id': 185034, 'name': 'ambulance driver'}, {'id': 185037, 'name': 'battle of the isonzo'}, {'id': 233360, 'name': 'air attack'}]"
64861,[]
53232,"[{'id': 2301, 'name': 'architect'}, {'id': 156640, 'name': 'high rise'}, {'id': 160234, 'name': 'family tragedy'}, {'id': 184422, 'name': 'neglected wife'}, {'id': 230960, 'name': 'unfaithful wife'}, {'id': 237449, 'name': 'misplaced priorities'}, {'id': 237462, 'name': 'wealthy family'}, {'id': 237603, 'name': ""millionaire's daughter""}, {'id': 237604, 'name': 'chain store magnate'}, {'id': 237605, 'name': 'society wedding'}, {'id': 237606, 'name': 'social snub'}]"
76825,"[{'id': 4458, 'name': 'post-apocalyptic'}, {'id': 5385, 'name': 'survivor'}, {'id': 6104, 'name': 'computer'}, {'id': 14828, 'name': 'city'}, {'id': 15017, 'name': 'danger'}, {'id': 188351, 'name': 'catastrophe'}]"
46103,[]
67232,"[{'id': 10183, 'name': 'independent film'}, {'id': 187056, 'name': 'woman director'}]"
