id,keywords
45317,"[{'id': 6075, 'name': 'sport'}, {'id': 154123, 'name': 'irish american'}, {'id': 166309, 'name': 'documentary crew'}, {'id': 174093, 'name': 'lowell massachusetts'}, {'id': 174099, 'name': 'blue collar worker'}, {'id': 174107, 'name': 'church bells'}, {'id': 174109, 'name': 'documentary filmmaking'}, {'id': 174110, 'name': 'boxer shorts'}, {'id': 174116, 'name': 'jumping rope'}, {'id': 174117, 'name': 'shadow boxing'}, {'id': 179431, 'name': 'duringcreditsstinger'}]"
41556,"[{'id': 1332, 'name': 'cheating'}, {'id': 13027, 'name': 'wedding'}, {'id': 40798, 'name': 'romantic literature'}, {'id': 187056, 'name': 'woman director'}]"
96118,"[{'id': 3457, 'name': 'cellist'}, {'id': 156273, 'name': 'critic'}, {'id': 214480, 'name': 'music critic'}]"
48946,[]
48481,"[{'id': 4565, 'name': 'dystopia'}]"
18143,"[{'id': 4127, 'name': 'one-sided love'}, {'id': 7879, 'name': 'secret love'}]"
50359,"[{'id': 6285, 'name': ""coup d'etat""}, {'id': 8631, 'name': 'slacker'}, {'id': 9921, 'name': 'easter'}, {'id': 9923, 'name': 'easter bunny'}, {'id': 179430, 'name': 'aftercreditsstinger'}, {'id': 209220, 'name': 'live action and animation'}]"
41446,"[{'id': 798, 'name': 'sheriff'}, {'id': 3096, 'name': 'book'}, {'id': 4728, 'name': 'knife'}, {'id': 8087, 'name': 'horror'}, {'id': 10084, 'name': 'rescue'}, {'id': 10818, 'name': 'author'}, {'id': 11040, 'name': 'masked killer'}, {'id': 11612, 'name': 'hospital'}, {'id': 13092, 'name': 'corpse'}]"
72026,"[{'id': 1664, 'name': 'eroticism'}, {'id': 11677, 'name': 'secretary'}, {'id': 173254, 'name': 'child rape'}]"
43616,[]
15543,"[{'id': 10352, 'name': 'phobia'}, {'id': 11268, 'name': 'psychologist'}]"
9703011,[]
42077,"[{'id': 1930, 'name': 'kidnapping'}, {'id': 195402, 'name': 'film noir'}]"
74725,"[{'id': 612, 'name': 'hotel'}, {'id': 1157, 'name': 'wife husband relationship'}, {'id': 2708, 'name': 'hitman'}, {'id': 4884, 'name': 'infection'}, {'id': 5774, 'name': 'forest'}, {'id': 6158, 'name': 'cult'}, {'id': 10093, 'name': 'priest'}, {'id': 13112, 'name': 'murderer'}, {'id': 14707, 'name': 'brutality'}, {'id': 157775, 'name': 'bonfire'}, {'id': 160588, 'name': 'ceremony'}, {'id': 162380, 'name': 'ex soldier'}, {'id': 162745, 'name': 'ritual sacrifice'}, {'id': 177964, 'name': 'contract killer'}, {'id': 206440, 'name': 'video tape'}, {'id': 209568, 'name': 'folk horror'}, {'id': 210012, 'name': 'mumblegore'}]"
69722,[]
36261,"[{'id': 192342, 'name': 'mughal empire'}]"
149117,"[{'id': 7513, 'name': 'bucket'}, {'id': 187360, 'name': 'courting'}, {'id': 187363, 'name': 'mop'}]"
76234,"[{'id': 206813, 'name': 'supernatural ability'}]"
70074,[]
48646,"[{'id': 1395, 'name': 'arena'}, {'id': 2043, 'name': 'lion'}, {'id': 5049, 'name': 'ancient rome'}, {'id': 10181, 'name': 'based on play or musical'}]"
103269,"[{'id': 392, 'name': 'england'}, {'id': 849, 'name': 'dc comics'}, {'id': 9715, 'name': 'superhero'}, {'id': 10761, 'name': 'superhuman'}, {'id': 155030, 'name': 'superhero team'}, {'id': 163455, 'name': 'super powers'}, {'id': 209949, 'name': 'the elite'}]"
13927,"[{'id': 236684, 'name': 'pixar animation'}]"
77883,[]
67166,"[{'id': 3870, 'name': 'mickey mouse'}]"
38414,[]
135678,[]
26114,"[{'id': 8015, 'name': 'cop'}, {'id': 41393, 'name': 'new england'}, {'id': 208984, 'name': 'jesse stone'}]"
60534,"[{'id': 74, 'name': 'germany'}, {'id': 570, 'name': 'rape'}, {'id': 18486, 'name': 'child molester'}]"
60270,"[{'id': 65, 'name': 'holiday'}, {'id': 2960, 'name': 'cambodia'}, {'id': 5159, 'name': 'tourist'}, {'id': 5563, 'name': 'market'}, {'id': 161534, 'name': 'pregnant wife'}, {'id': 179431, 'name': 'duringcreditsstinger'}]"
44546,"[{'id': 1566, 'name': 'dream'}, {'id': 2726, 'name': 'therapist'}, {'id': 15106, 'name': 'psychiatrist'}, {'id': 222929, 'name': 'utopia quest'}]"
94326,[]
77173,"[{'id': 6017, 'name': 'genetics'}, {'id': 14760, 'name': 'scientist'}, {'id': 156176, 'name': 'moth'}]"
72968,[]
242920,"[{'id': 378, 'name': 'prison'}]"
183825,"[{'id': 5900, 'name': 'missouri'}, {'id': 9910, 'name': 'jesse james'}, {'id': 222784, 'name': 'cole younger'}]"
191421,"[{'id': 3616, 'name': 'college'}, {'id': 187056, 'name': 'woman director'}, {'id': 217896, 'name': 'nanjing'}]"
214597,"[{'id': 293, 'name': 'female nudity'}, {'id': 3133, 'name': 'vampire'}, {'id': 9714, 'name': 'remake'}, {'id': 10292, 'name': 'gore'}, {'id': 11221, 'name': 'blood'}, {'id': 179882, 'name': 'romania'}]"
290075,[]
60140,[]
61501,"[{'id': 6149, 'name': 'police'}, {'id': 11677, 'name': 'secretary'}, {'id': 15090, 'name': 'police officer'}, {'id': 191603, 'name': 'prowl car'}, {'id': 195402, 'name': 'film noir'}]"
53168,[]
42697,[]
168742,[]
49158,"[{'id': 2771, 'name': 'octopus'}, {'id': 155529, 'name': 'killer whale'}]"
38980,"{'id': 572, 'name': 'sex'}, {'id': 2483, 'name': 'nudity'}, {'id': 3688, 'name': 'strip club'}, {'id': 6149, 'name': 'police'}, {'id': 6270, 'name': 'high school'}, {'id': 8508, 'name': 'party'}, {'id': 13130, 'name': 'teenager'}, {'id': 14964, 'name': 'drug'}, {'id': 180340, 'name': 'voyeur'}"
32929,"[{'id': 1543, 'name': 'war veteran'}, {'id': 2792, 'name': 'boxer'}, {'id': 195402, 'name': 'film noir'}, {'id': 198421, 'name': 'military hospital'}]"
106042,"[{'id': 14857, 'name': 'juvenile delinquent'}]"
110823,"[{'id': 1201, 'name': 'austria'}, {'id': 9728, 'name': 'caper'}, {'id': 156236, 'name': 'jewel thief'}]"
295958,"[{'id': 187056, 'name': 'woman director'}]"
238067,"[{'id': 186, 'name': 'christianity'}, {'id': 2974, 'name': 'jesus christ'}, {'id': 5970, 'name': 'wrestling'}, {'id': 11004, 'name': 'rural setting'}]"
53482,"[{'id': 2150, 'name': 'cocaine'}, {'id': 4648, 'name': 'naples'}, {'id': 13042, 'name': 'soccer'}]"
174314,"[{'id': 187056, 'name': 'woman director'}]"
127798,"[{'id': 708, 'name': 'runaway'}, {'id': 2673, 'name': 'horse'}, {'id': 206182, 'name': 'iron cage'}, {'id': 206183, 'name': 'ciircus'}, {'id': 206184, 'name': 'runaway teen'}]"
33389,"[{'id': 159951, 'name': 'charlie chan'}]"
38458,"[{'id': 159951, 'name': 'charlie chan'}]"
2813,"[{'id': 2123, 'name': 'father murder'}, {'id': 3059, 'name': 'giftmord'}, {'id': 6628, 'name': 'syphillis'}, {'id': 7663, 'name': 'petty bourgeois'}, {'id': 33625, 'name': 'illegal prostitution'}]"
34995,"[{'id': 534, 'name': 'mexico'}, {'id': 591, 'name': 'cia'}, {'id': 15127, 'name': 'killer'}]"
64372,"[{'id': 9716, 'name': 'stand-up comedy'}]"
9414603,[]
60479,"[{'id': 5378, 'name': 'world champion'}]"
103528,"[{'id': 11001, 'name': 'religion'}, {'id': 14765, 'name': 'church'}, {'id': 18396, 'name': 'catholic'}, {'id': 162954, 'name': 'elvis presley'}, {'id': 187056, 'name': 'woman director'}]"
35801,"[{'id': 9181, 'name': 'alter ego'}, {'id': 9937, 'name': 'suspense'}, {'id': 10024, 'name': 'psychopathic killer'}, {'id': 10125, 'name': 'mad scientist'}, {'id': 10770, 'name': 'mad doctor'}, {'id': 156033, 'name': 'jekyll and hyde'}]"
84425,"[{'id': 5923, 'name': 'sister'}, {'id': 8956, 'name': 'magnum'}, {'id': 9748, 'name': 'revenge'}]"
132038,[]
159638,"[{'id': 12416, 'name': 'horror spoof'}, {'id': 15001, 'name': 'demon'}, {'id': 162846, 'name': 'ghost'}, {'id': 163053, 'name': 'found footage'}]"
260346,"[{'id': 9748, 'name': 'revenge'}, {'id': 9826, 'name': 'murder'}, {'id': 10562, 'name': 'on the run'}, {'id': 10718, 'name': 'fugitive'}, {'id': 15124, 'name': 'framed'}, {'id': 15300, 'name': 'father daughter relationship'}, {'id': 180172, 'name': 'framed for murder'}]"
26621,[]
96106,"[{'id': 293, 'name': 'female nudity'}, {'id': 3389, 'name': 'warrior woman'}, {'id': 5968, 'name': 'amazon'}, {'id': 210856, 'name': 'amazon tribe'}]"
14407,"[{'id': 10183, 'name': 'independent film'}]"
63339,[]
67659,"[{'id': 9503, 'name': 'outlaw'}, {'id': 10950, 'name': 'shootout'}]"
102078,[]
44381,"[{'id': 4344, 'name': 'musical'}, {'id': 9903, 'name': 'balloon'}, {'id': 15162, 'name': 'dog'}, {'id': 158386, 'name': 'golden retriever'}]"
19183,[]
228074,"[{'id': 966, 'name': 'beach'}, {'id': 2041, 'name': 'island'}, {'id': 3799, 'name': 'ship'}, {'id': 9743, 'name': 'stranded'}]"
72483,"[{'id': 237, 'name': 'gay'}, {'id': 1009, 'name': 'baby'}, {'id': 6017, 'name': 'genetics'}, {'id': 208591, 'name': 'abortion'}, {'id': 208873, 'name': 'acceptance'}]"
110671,"[{'id': 162701, 'name': 'racial prejudice'}]"
46869,"[{'id': 293, 'name': 'female nudity'}, {'id': 828, 'name': 'waitress'}, {'id': 10738, 'name': 'diner'}, {'id': 10768, 'name': 'lesbian'}]"
78028,"[{'id': 90, 'name': 'paris'}, {'id': 254, 'name': 'france'}, {'id': 1938, 'name': 'sword'}, {'id': 9725, 'name': 'sword fight'}, {'id': 10466, 'name': 'knight'}, {'id': 14819, 'name': 'violence'}, {'id': 157186, 'name': 'swashbuckler'}, {'id': 189151, 'name': 'medieval times'}, {'id': 234213, 'name': 'sword and sorcery'}]"
215924,"[{'id': 187056, 'name': 'woman director'}]"
253377,[]
186585,"[{'id': 10718, 'name': 'fugitive'}, {'id': 235089, 'name': 'branding iron'}]"
244260,"[{'id': 1415, 'name': 'small town'}, {'id': 187056, 'name': 'woman director'}, {'id': 201990, 'name': 'miners'}, {'id': 209339, 'name': 'mining accident'}]"
30583,"[{'id': 179583, 'name': 'pixie'}]"
201085,"[{'id': 3358, 'name': 'haunted house'}, {'id': 6015, 'name': 'mining'}, {'id': 9826, 'name': 'murder'}, {'id': 14898, 'name': 'spitting blood'}, {'id': 33505, 'name': 'gothic'}, {'id': 162846, 'name': 'ghost'}]"
195862,"[{'id': 187056, 'name': 'woman director'}]"
63585,"[{'id': 187056, 'name"
298396,[]
85025,[]
179715,[]
9048045,"[{'id': 3640, 'name': 'work'}, {'id': 3852, 'name': 'safety'}, {'id': 7066, 'name': 'sex education'}, {'id': 8636, 'name': 'blood splatter'}, {'id': 158206, 'name': 'forklift'}, {'id': 196001, 'name': 'educational film'}]"
290864,"[{'id': 779, 'name': 'martial arts'}, {'id': 780, 'name': 'kung fu'}, {'id': 10714, 'name': 'serial killer'}]"
26447,"[{'id': 9937, 'name': 'suspense'}, {'id': 10726, 'name': 'gang'}, {'id': 14819, 'name': 'violence'}]"
74087,"[{'id': 588, 'name': 'rome'}, {'id': 1003, 'name': 'photographer'}, {'id': 11039, 'name': 'giallo'}]"
254320,"[{'id': 4565, 'name': 'dystopia'}]"
193387,"[{'id': 1930, 'name': 'kidnapping'}, {'id': 6149, 'name': 'police'}, {'id': 8841, 'name': 'puppy'}, {'id': 10235, 'name': 'family relationships'}, {'id': 158967, 'name': 'brooklyn bridge'}]"
23898,[]
71063,[]
220782,[]
238615,"[{'id': 2251, 'name': 'lie'}, {'id': 4978, 'name': 'immortality'}, {'id': 6564, 'name': 'terminal illness'}, {'id': 10124, 'name': 'laboratory'}, {'id': 10163, 'name': 'cancer'}, {'id': 13005, 'name': 'doctor'}, {'id': 33721, 'name': 'body-swap'}, {'id': 34079, 'name': 'death'}, {'id': 34143, 'name': 'rich'}, {'id': 187008, 'name': 'false memory'}, {'id': 189748, 'name': 'soul transference'}, {'id': 196682, 'name': 'rich man'}, {'id': 205852, 'name': 'mind transfer'}, {'id': 218102, 'name': 'host body'}, {'id': 218105, 'name': 'body snatching'}, {'id': 227385, 'name': 'eternal'}]"
115463,[]
9567273,[]
276488,"[{'id': 388, 'name': 'scotland'}, {'id': 6149, 'name': 'police'}, {'id': 9826, 'name': 'murder'}, {'id': 14819, 'name': 'violence'}, {'id': 156104, 'name': 'stranger'}]"
61542,"[{'id': 1228, 'name': '1970s'}, {'id': 6719, 'name': 'montreal'}, {'id': 155490, 'name': 'disco'}, {'id': 194729, 'name': 'disco dancing'}]"
62134,"[{'id': 1003, 'name': 'photographer'}, {'id': 4620, 'name': 'magazine'}, {'id': 6562, 'name': 'celebrity'}]"
322922,[]
86000,"[{'id': 15319, 'name': 'attraction'}, {'id': 164092, 'name': 'blindness'}]"
342878,"[{'id': 9714, 'name': 'remake'}, {'id': 15300, 'name': 'father daughter relationship'}]"
108227,[]
210050,"[{'id': 187056, 'name': 'woman director'}]"
27306,"[{'id': 6104, 'name': 'computer'}, {'id': 11148, 'name': 'police chase'}, {'id': 40847, 'name': 'near future'}]"
22084,[]
350555,"[{'id': 1956, 'name': 'world war ii'}, {'id': 6472, 'name': 'midwife'}, {'id': 9673, 'name': 'love'}, {'id': 232875, 'name': 'ss officer'}]"
261192,[]
283161,"[{'id': 187056, 'name': 'woman director'}]"
1539,"[{'id': 220, 'name': 'berlin'}, {'id': 380, 'name': 'brother brother relationship'}, {'id': 725, 'name': 'lovesickness'}, {'id': 886, 'name': 'film making'}, {'id': 1233, 'name': 'composer'}, {'id': 1332, 'name': 'cheating'}, {'id': 2038, 'name': ""love of one's life""}, {'id': 2559, 'name': 'film maker'}, {'id': 5287, 'name': 'tour'}, {'id': 5301, 'name': 'brother'}, {'id': 6029, 'name': 'concert'}, {'id': 10183, 'name': 'independent film'}]"
40341,"[{'id': 3473, 'name': 'carnival'}, {'id': 9714, 'name': 'remake'}, {'id': 191327, 'name': 'evil clown'}]"
289232,[]
285844,"[{'id': 207265, 'name': 'faked pregnancy'}]"
3936,"[{'id': 190801, 'name': 'blondie'}]"
354150,"[{'id': 958, 'name': 'indian lead'}, {'id': 3094, 'name': 'australian'}, {'id': 9799, 'name': 'romantic comedy'}, {'id': 10540, 'name': 'bollywood'}, {'id': 200349, 'name': 'immigrant family'}]"
56332,[]
77745,"[{'id': 33501, 'name': 'political'}]"
50652,"[{'id': 65, 'name': 'holiday'}, {'id': 207317, 'name': 'christmas'}]"
79212,[]
184080,[]
358881,"[{'id': 4743, 'name': 'jihad'}]"
65799,"[{'id': 658, 'name': 'sea'}, {'id': 818, 'name': 'based on novel'}, {'id': 10084, 'name': 'rescue'}]"
93708,"[{'id': 156212, 'name': 'spaghetti western'}]"
247777,"[{'id': 187056, 'name': 'woman director'}]"
366630,"[{'id': 818, 'name': 'based on novel'}]"
166888,"[{'id': 2652, 'name': 'nazis'}, {'id': 10329, 'name': 'wealth'}]"
184819,"[{'id': 456, 'name': 'mother'}, {'id': 794, 'name': 'red hair'}, {'id': 41509, 'name': 'hate'}]"
166888,"[{'id': 2652, 'name': 'nazis'}, {'id': 10329, 'name': 'wealth'}]"
184819,"[{'id': 456, 'name': 'mother'}, {'id': 794, 'name': 'red hair'}, {'id': 41509, 'name': 'hate'}]"
83902,"[{'id': 10540, 'name': 'bollywood'}]"
354251,"[{'id': 9706, 'name': 'anthology'}, {'id': 187056, 'name': 'woman director'}, {'id': 210012, 'name': 'mumblegore'}, {'id': 214544, 'name': 'horror anthology'}]"
203351,"[{'id': 3588, 'name': 'navy'}, {'id': 223603, 'name': 'underwater threat'}, {'id': 223604, 'name': 'robot suits'}, {'id': 223605, 'name': 'giant monsters'}]"
115153,[]
195557,"[{'id': 90, 'name': 'paris'}, {'id': 154802, 'name': 'silent film'}, {'id': 164889, 'name': 'eiffel tower paris'}]"
64225,[]
336970,"[{'id': 255, 'name': 'male nudity'}, {'id': 293, 'name': 'female nudity'}, {'id': 572, 'name': 'sex'}, {'id': 1155, 'name': 'brother sister relationship'}, {'id': 9772, 'name': 'pubic hair'}, {'id': 10937, 'name': 'memory'}, {'id': 15027, 'name': 'taboo'}, {'id': 18027, 'name': 'sibling'}, {'id': 33841, 'name': 'incest'}, {'id': 181531, 'name': 'brother sister incest'}]"
10500,"{'id': 220, 'name': 'berlin'}, {'id': 292, 'name': 'berlin wall'}, {'id': 1772, 'name': 'german democratic republic'}, {'id': 2437, 'name': 'munich'}, {'id': 6987, 'name': 'idealism'}, {'id': 10818, 'name': 'author'}"
41078,"[{'id': 41011, 'name': 'based on song, poem or rhyme'}]"
46383,"[{'id': 187056, 'name': 'woman director'}]"
73775,[]
88269,[]
239536,[]
301224,"[{'id': 3094, 'name': 'australian'}, {'id': 4278, 'name': 'invasion'}, {'id': 4565, 'name': 'dystopia'}, {'id': 194713, 'name': 'post nuclear'}]"
297393,"[{'id': 240, 'name': 'underdog'}, {'id': 1209, 'name': 'wales'}, {'id': 2673, 'name': 'horse'}, {'id': 165147, 'name': 'wrong side of the tracks'}, {'id': 187056, 'name': 'woman director'}, {'id': 200790, 'name': 'horseracing'}, {'id': 207638, 'name': 'dream alliance'}, {'id': 207639, 'name': 'grand national'}, {'id': 207640, 'name': 'welsh'}]"
117483,"[{'id': 246, 'name': 'dancing'}, {'id': 293, 'name': 'female nudity'}, {'id': 490, 'name': 'philosophy'}, {'id': 496, 'name': 'poetry'}, {'id': 733, 'name': 'dancer'}, {'id': 745, 'name': 'nun'}, {'id': 818, 'name': 'based on novel'}, {'id': 931, 'name': 'jealousy'}, {'id': 1156, 'name': 'sister sister relationship'}, {'id': 1157, 'name': 'wife husband relationship'}, {'id': 1227, 'name': 'cemetery'}, {'id': 1261, 'name': 'river'}, {'id': 1316, 'name': 'captain'}, {'id': 1366, 'name': 'shotgun'}, {'id': 1419, 'name': 'gun'}, {'id': 1421, 'name': 'birthday'}, {'id': 1610, 'name': 'country estate'}, {'id': 1743, 'name': 'journey in the past'}, {'id': 1994, 'name': 'wolf'}, {'id': 2105, 'name': 'garden'}, {'id': 2284, 'name': 'horseback riding'}, {'id': 2406, 'name': 'picnic'}, {'id': 2479, 'name': 'chicken'}, {'id': 2673, 'name': 'horse'}, {'id': 2820, 'name': 'wound'}, {'id': 2968, 'name': 'grave'}, {'id': 2983, 'name': 'passion'}, {'id': 3020, 'name': 'sheep'}, {'id': 3096, 'name': 'book'}, {'id': 3321, 'name': 'childhood memory'}, {'id': 3469, 'name': 'utopia'}, {'id': 3614, 'name': 'disappointment'}, {'id': 3739, 'name': 'funeral'}, {'id': 3914, 'name': 'kitchen'}, {'id': 3929, 'name': 'hope'}, {'id': 4168, 'name': 'greenhouse'}, {'id': 4262, 'name': 'tea'}, {'id': 4472, 'name': 'pneumonia'}, {'id': 4653, 'name': 'french'}, {'id': 4931, 'name': 'pig'}, {'id': 4932, 'name': 'farm'}, {'id': 4958, 'name': 'injection'}, {'id': 4978, 'name': 'immortality'}, {'id': 5091, 'name': 'kiss'}, {'id': 5732, 'name': 'birthday party'}, {'id': 5933, 'name': 'poet'}, {'id': 6054, 'name': 'friendship'}, {'id': 6162, 'name': 'past'}, {'id': 6293, 'name': 'telescope'}, {'id': 9403, 'name': 'resignation'}, {'id': 9897, 'name': 'rifle'}, {'id': 10093, 'name': 'priest'}, {'id': 10103, 'name': 'children'}, {'id': 10235, 'name': 'family relationships'}, {'id': 10707, 'name': 'mother daughter relationship'}, {'id': 10909, 'name': 'lawyer'}, {'id': 10937, 'name': 'memory'}, {'id': 11011, 'name': 'morality'}, {'id': 11333, 'name': 'cigar smoking'}, {'id': 11732, 'name': 'cigarette smoking'}, {'id': 11833, 'name': 'forty something'}, {'id': 12544, 'name': 'crying'}, {'id': 12980, 'name': 'brother-in-law sister-in-law relationship'}, {'id': 13005, 'name': 'doctor'}, {'id': 13008, 'name': 'train'}, {'id': 14620, 'name': 'raft'}, {'id': 14708, 'name': 'tears'}, {'id': 15160, 'name': 'divorce'}, {'id': 15162, 'name': 'dog'}, {'id': 15224, 'name': 'candle'}, {'id': 18036, 'name': 'coward'}, {'id': 18396, 'name': 'catholic'}, {'id': 33386, 'name': 'old flame'}, {'id': 33740, 'name': 'humiliation'}, {'id': 34079, 'name': 'death'}, {'id': 40837, 'name': 'piano duet'}, {'id': 41511, 'name': 'cross'}, {'id': 41594, 'name': 'electricity'}, {'id': 47020, 'name': 'storytelling'}, {'id': 154060, 'name': 'happiness'}, {'id': 156081, 'name': 'tomb'}, {'id': 156510, 'name': 'horse and carriage'}, {'id': 156866, 'name': 'based on short story'}, {'id': 157325, 'name': 'bandage'}, {'id': 157499, 'name': 'mother son relationship'}, {'id': 158199, 'name': 'aunt nephew relationship'}, {'id': 160246, 'name': 'childhood friends'}, {'id': 160423, 'name': 'apology'}, {'id': 162296, 'name': 'ex-boyfriend ex-girlfriend relationship'}, {'id': 164092, 'name': 'blindness'}, {'id': 164193, 'name': 'uncle nephew relationship'}, {'id': 166512, 'name': 'graveyard'}, {'id': 171183, 'name': 'flirting'}, {'id': 172879, 'name': 'whistling'}, {'id': 174448, 'name': 'piano player'}, {'id': 181755, 'name': 'dealing with the past'}, {'id': 182196, 'name': 'stable'}, {'id': 206978, 'name': 'nightshirt'}, {'id': 207592, 'name': 'piano'}, {'id': 207876, 'name': '1920s'}, {'id': 208518, 'name': 'burial'}, {'id': 209310, 'name': 'evil law office'}, {'id': 212914, 'name': 'warsaw'}, {'id': 212939, 'name': 'polish soviet war'}, {'id': 212957, 'name': 'pigsty'}, {'id': 212968, 'name': 'kiev russia'}, {'id': 213040, 'name': 'self reflection'}, {'id': 213057, 'name': 'strawberry'}, {'id': 213060, 'name': 'reminiscence'}, {'id': 213070, 'name': 'duck hunt'}, {'id': 213075, 'name': 'barnyard'}, {'id': 213077, 'name': 'lost youth'}, {'id': 223383, 'name': 'dissatisfied'}]"
23767,[]
393877,[]
132148,[]
69636,"[{'id': 9748, 'name': 'revenge'}, {'id': 9826, 'name': 'murder'}, {'id': 10703, 'name': 'tragic love'}, {'id': 11469, 'name': 'memory loss'}, {'id': 15249, 'name': 'tragic event'}, {'id': 157171, 'name': 'nonlinear timeline'}, {'id': 163119, 'name': 'injustice'}, {'id': 180557, 'name': 'short term memory loss'}, {'id': 228645, 'name': 'memento'}]"
109587,[]
334057,[]
361745,[]
121572,"[{'id': 18179, 'name': 'drug addict'}, {'id': 220860, 'name': 'entrance to hell'}, {'id': 220862, 'name': 'seven gates'}]"
373476,"[{'id': 2547, 'name': 'new identity'}]"
376263,"[{'id': 2210, 'name': 'climate change'}]"
85043,[]
60971,"[{'id': 233, 'name': 'japan'}, {'id': 1794, 'name': 'yakuza'}, {'id': 13142, 'name': 'gangster'}, {'id': 195402, 'name': 'film noir'}]"
361571,"[{'id': 10103, 'name': 'children'}, {'id': 13073, "
313297,"{'id': 1462, 'name': 'samurai'}, {'id': 2343, 'name': 'magic'}, {'id': 10121, 'name': 'stop motion'}, {'id': 47020, 'name': 'storytelling'}"
74199,"[{'id': 4344, 'name': 'musical'}]"
197528,[]
407965,[]
20949,[]
385736,"[{'id': 3405, 'name': 'blow job'}, {'id': 11732, 'name': 'cigarette smoking'}, {'id': 156117, 'name': 'illegal drugs'}, {'id': 233047, 'name': 'smoking weed'}, {'id': 233048, 'name': 'shoes'}]"
417877,[]
403330,[]
74491,[]
353728,"[{'id': 4951, 'name': 'rejection'}, {'id': 6733, 'name': 'bullying'}, {'id': 10683, 'name': 'coming of age'}, {'id': 11524, 'name': 'in the closet'}, {'id': 158718, 'name': 'lgbt'}, {'id': 205771, 'name': 'animal spirit'}, {'id': 231778, 'name': 'treehouse'}]"
6103,"[{'id': 703, 'name': 'detective'}, {'id': 207046, 'name': 'murder mystery'}]"
100829,[]
97073,"[{'id': 190901, 'name': 'perry mason'}]"
429238,"[{'id': 642, 'name': 'robbery'}, {'id': 10051, 'name': 'heist'}, {'id': 223438, 'name': 'based on young adult novel'}]"
85753,"[{'id': 9826, 'name': 'murder'}, {'id': 33519, 'name': 'courtroom'}, {'id': 190901, 'name': 'perry mason'}]"
87908,[]
268297,"[{'id': 10596, 'name': 'argentina'}, {'id': 156273, 'name': 'critic'}, {'id': 193223, 'name': 'film critic'}]"
437752,"[{'id': 9716, 'name': 'stand-up comedy'}]"
429199,[]
38751,"[{'id': 180668, 'name':"
163924,"[{'id': 4278, 'name': 'invasion'}]"
334939,[]
21586,"[{'id': 9716, 'name': 'stand-up comedy'}]"
126127,"[{'id': 1253, 'name': 'roommate'}, {'id': 1749, 'name': 'taxi driver'}, {'id': 14873, 'name': 'tenement'}, {'id': 33632, 'name': 'apartment'}, {'id': 209229, 'name': 'telephone marketing'}]"
16875,"[{'id': 12105, 'name': 'student'}]"
106176,"[{'id': 1773, 'name': 'socialism'}, {'id': 4004, 'name': 'cultural revolution'}, {'id': 6674, 'name': 'chair'}]"
104480,"[{'id': 15061, 'name': 'docudrama'}, {'id': 33782, 'name': 'diver'}, {'id': 154802, 'name': 'silent film'}]"
63376,"[{'id': 9673, 'name': 'love'}]"
429101,[]
433410,[]
97797,[]
102078,[]
354150,"[{'id': 958, 'name': 'indian lead'}, {'id': 3094, 'name': 'australian'}, {'id': 9799, 'name': 'romantic comedy'}, {'id': 10540, 'name': 'bollywood'}, {'id': 200349, 'name': 'immigrant family'}]"
48946,[]
115153,[]
9893,"[{'id': 6270, 'name': 'high school'}, {'id': 8783, 'name': 'scavenger hunt'}, {'id': 10791, 'name': 'teenage crush'}, {'id': 11798, 'name': 'slumber party'}, {'id': 13130, 'name': 'teenager'}, {'id': 155722, 'name': 'teen comedy'}]"
85242,[]
